"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"20338",30899,"Perenne","17/02/2011 11:20","Medio (4 - 8 mts)",55,"Mediano",-68.8547222641,-32.8664135134,6,"Residencial Norte",2694682.37982,0,"bajo"
"20340",30901,"Fresno europeo","17/02/2011 10:44","Medio (4 - 8 mts)",65,"Grande",-68.8540615267,-32.8665499102,6,"Residencial Norte",2694682.37982,0,"bajo"
"20353",30921,"Fresno europeo","14/02/2011 09:19","Medio (4 - 8 mts)",108,"Grande",-68.8559929673,-32.8642743065,6,"Residencial Norte",2694682.37982,0,"medio"
"20361",30934,"Acer","11/02/2011 13:33","Medio (4 - 8 mts)",120,"Grande",-68.8561833965,-32.8635577561,6,"Residencial Norte",2694682.37982,0,"medio"
"20368",30949,"Fresno europeo","11/02/2011 09:20","Medio (4 - 8 mts)",80,"Grande",-68.8556427325,-32.8640490083,6,"Residencial Norte",2694682.37982,0,"bajo"
"20372",30953,"Fresno americano","11/02/2011 09:06","Muy bajo (1 - 2 mts)",5,"Chico",-68.8554626209,-32.8640344634,6,"Residencial Norte",2694682.37982,0,"bajo"
"20374",30955,"Fresno europeo","11/02/2011 09:00","Bajo (2 - 4 mts)",76,"Grande",-68.8552813337,-32.8640201874,6,"Residencial Norte",2694682.37982,0,"bajo"
"20375",30956,"Fresno europeo","11/02/2011 08:58","Bajo (2 - 4 mts)",84,"Grande",-68.8552085795,-32.8640171276,6,"Residencial Norte",2694682.37982,0,"bajo"
"20382",30963,"Acacia visco","10/02/2011 13:28","Bajo (2 - 4 mts)",86,"Grande",-68.8551911547,-32.8636351402,6,"Residencial Norte",2694682.37982,0,"medio"
"20389",30974,"Olmo comun","10/02/2011 13:03","Bajo (2 - 4 mts)",36,"Mediano",-68.8556392238,-32.8635404994,6,"Residencial Norte",2694682.37982,0,"bajo"
"20391",30978,"Morera","10/02/2011 12:53","Muy bajo (1 - 2 mts)",5,"Chico",-68.8558233062,-32.8635454843,6,"Residencial Norte",2694682.37982,0,"bajo"
"20399",30993,"Fresno europeo","09/02/2011 13:24","Medio (4 - 8 mts)",90,"Grande",-68.8554392111,-32.8647659818,6,"Residencial Norte",2694682.37982,0,"medio"
"20400",30994,"Fresno europeo","09/02/2011 13:22","Muy bajo (1 - 2 mts)",6,"Chico",-68.8553810992,-32.8647595126,6,"Residencial Norte",2694682.37982,0,"bajo"
"20409",31010,"Fresno europeo","10/02/2011 10:28","Medio (4 - 8 mts)",72,"Grande",-68.8553355656,-32.8641129444,6,"Residencial Norte",2694682.37982,0,"bajo"
"20418",31021,"Morera","10/02/2011 09:37","Alto (> 8 mts)",240,"Grande",-68.8558323346,-32.8644051126,6,"Residencial Norte",2694682.37982,0,"alto"
"20422",31026,"Fresno europeo","10/02/2011 09:25","Bajo (2 - 4 mts)",74,"Grande",-68.8558040493,-32.8646750611,6,"Residencial Norte",2694682.37982,0,"bajo"
"20424",31028,"Fresno europeo","16/02/2011 11:40","Medio (4 - 8 mts)",62,"Grande",-68.8557504827,-32.8653357617,6,"Residencial Norte",2694682.37982,0,"bajo"
"20432",31038,"Paraiso sombrilla","16/02/2011 11:06","Bajo (2 - 4 mts)",44,"Mediano",-68.8557774907,-32.8649706559,6,"Residencial Norte",2694682.37982,0,"bajo"
"20439",31048,"Fresno europeo","16/02/2011 10:36","Medio (4 - 8 mts)",60,"Mediano",-68.8553547524,-32.8648420829,6,"Residencial Norte",2694682.37982,0,"bajo"
"20449",31062,"Fresno europeo","16/02/2011 12:28","Medio (4 - 8 mts)",60,"Mediano",-68.8551535915,-32.8652835745,6,"Residencial Norte",2694682.37982,0,"bajo"
"20451",31064,"Acer","09/02/2011 13:06","Alto (> 8 mts)",140,"Grande",-68.8552554939,-32.8653107757,6,"Residencial Norte",2694682.37982,0,"medio"
"20458",31074,"Paraiso sombrilla","08/02/2011 12:10","Medio (4 - 8 mts)",86,"Grande",-68.8548675519,-32.8649267947,6,"Residencial Norte",2694682.37982,0,"medio"
"20461",31079,"Morera","09/02/2011 09:47","Alto (> 8 mts)",144,"Grande",-68.8546573124,-32.8651741751,6,"Residencial Norte",2694682.37982,0,"medio"
"20463",31081,"Morera","09/02/2011 09:42","Alto (> 8 mts)",160,"Grande",-68.8545525326,-32.8651537652,6,"Residencial Norte",2694682.37982,0,"medio"
"20465",31085,"Caducifolio","09/02/2011 09:34","Medio (4 - 8 mts)",180,"Grande",-68.8543433171,-32.8650986987,6,"Residencial Norte",2694682.37982,0,"alto"
"20470",31096,"Acer","08/02/2011 13:21","Bajo (2 - 4 mts)",38,"Mediano",-68.8541268851,-32.8647529169,6,"Residencial Norte",2694682.37982,0,"bajo"
"20474",31102,"Fresno europeo","08/02/2011 13:00","Medio (4 - 8 mts)",140,"Grande",-68.8543547043,-32.8645307593,6,"Residencial Norte",2694682.37982,0,"medio"
"20479",31113,"Fresno europeo","08/02/2011 09:31","Medio (4 - 8 mts)",84,"Grande",-68.8546704335,-32.8644661593,6,"Residencial Norte",2694682.37982,0,"bajo"
"20481",31116,"Fresno europeo","08/02/2011 09:25","Medio (4 - 8 mts)",104,"Grande",-68.8544883927,-32.8644549669,6,"Residencial Norte",2694682.37982,0,"medio"
"20483",31118,"Fresno europeo","08/02/2011 09:12","Medio (4 - 8 mts)",86,"Grande",-68.8543235429,-32.864450198,6,"Residencial Norte",2694682.37982,0,"medio"
"20493",31133,"Fresno europeo","08/02/2011 10:19","Medio (4 - 8 mts)",92,"Grande",-68.8546139371,-32.8640590882,6,"Residencial Norte",2694682.37982,0,"medio"
"20497",31139,"Paraiso sombrilla","08/02/2011 09:51","Medio (4 - 8 mts)",140,"Grande",-68.8549231736,-32.8642413913,6,"Residencial Norte",2694682.37982,0,"medio"
"20506",31150,"Fresno europeo","07/02/2011 09:37","Bajo (2 - 4 mts)",60,"Mediano",-68.8542393228,-32.8635531618,6,"Residencial Norte",2694682.37982,0,"bajo"
"20509",31154,"Fresno europeo","07/02/2011 13:20","Medio (4 - 8 mts)",86,"Grande",-68.8544102038,-32.8634816886,6,"Residencial Norte",2694682.37982,0,"medio"
"20516",31166,"Acacia visco","07/02/2011 12:36","Medio (4 - 8 mts)",90,"Grande",-68.8549829069,-32.8636550681,6,"Residencial Norte",2694682.37982,0,"medio"
"20521",31172,"Olmo bola","07/02/2011 12:19","Bajo (2 - 4 mts)",154,"Grande",-68.8549544166,-32.8639005361,6,"Residencial Norte",2694682.37982,0,"medio"
"20526",31178,"Fresno europeo","07/02/2011 10:26","Bajo (2 - 4 mts)",46,"Mediano",-68.8546864981,-32.8639794852,6,"Residencial Norte",2694682.37982,0,"bajo"
"20528",31181,"Fresno europeo","07/02/2011 10:12","Alto (> 8 mts)",124,"Grande",-68.8544826681,-32.8639609943,6,"Residencial Norte",2694682.37982,0,"medio"
"20531",31185,"Morera","04/02/2011 10:34","Alto (> 8 mts)",130,"Grande",-68.8540233571,-32.8634470509,6,"Residencial Norte",2694682.37982,0,"medio"
"20538",31194,"Olmo bola","07/02/2011 09:08","Medio (4 - 8 mts)",80,"Grande",-68.853590565,-32.8637368046,6,"Residencial Norte",2694682.37982,0,"bajo"
"20542",31198,"Morera","07/02/2011 08:59","Alto (> 8 mts)",88,"Grande",-68.8535708382,-32.8638659097,6,"Residencial Norte",2694682.37982,0,"medio"
"20543",31201,"Morera","07/02/2011 08:52","Medio (4 - 8 mts)",106,"Grande",-68.8535622655,-32.8639574335,6,"Residencial Norte",2694682.37982,0,"medio"
"20548",31207,"Fresno europeo","07/02/2011 08:30","Medio (4 - 8 mts)",70,"Grande",-68.8535198884,-32.864323695,6,"Residencial Norte",2694682.37982,0,"bajo"
"20557",31216,"Morera","04/02/2011 13:01","Alto (> 8 mts)",180,"Grande",-68.8535214102,-32.8649617346,6,"Residencial Norte",2694682.37982,0,"alto"
"20558",31217,"Paraiso sombrilla","04/02/2011 12:59","Bajo (2 - 4 mts)",68,"Grande",-68.8535734204,-32.8649648206,6,"Residencial Norte",2694682.37982,0,"bajo"
"20570",31235,"Paraiso sombrilla","04/02/2011 12:12","Bajo (2 - 4 mts)",80,"Grande",-68.8540235886,-32.8643903329,6,"Residencial Norte",2694682.37982,0,"bajo"
"20573",31238,"Jacarand","04/02/2011 11:54","Bajo (2 - 4 mts)",24,"Mediano",-68.8540499209,-32.8641633185,6,"Residencial Norte",2694682.37982,0,"bajo"
"20583",31249,"Morera","04/02/2011 10:37","Alto (> 8 mts)",106,"Grande",-68.8529487838,-32.8632325415,6,"Residencial Norte",2694682.37982,0,"medio"
"20586",31253,"Morera","03/02/2011 09:52","Bajo (2 - 4 mts)",50,"Mediano",-68.8530529611,-32.8638110565,6,"Residencial Norte",2694682.37982,0,"bajo"
"20592",31263,"Morera","04/02/2011 09:12","Alto (> 8 mts)",160,"Grande",-68.8535100243,-32.8637312515,6,"Residencial Norte",2694682.37982,0,"medio"
"20597",31270,"Fresno europeo","03/02/2011 12:36","Muy bajo (1 - 2 mts)",5,"Chico",-68.8534139164,-32.864633287,6,"Residencial Norte",2694682.37982,0,"bajo"
"20598",31271,"Morera","03/02/2011 12:32","Medio (4 - 8 mts)",128,"Grande",-68.8534074947,-32.8646835453,6,"Residencial Norte",2694682.37982,0,"medio"
"20602",31278,"Morera","03/02/2011 12:03","Bajo (2 - 4 mts)",34,"Mediano",-68.8529465236,-32.864891571,6,"Residencial Norte",2694682.37982,0,"bajo"
"20609",31289,"Morera","03/02/2011 10:10","Alto (> 8 mts)",140,"Grande",-68.85294893,-32.8641902415,6,"Residencial Norte",2694682.37982,0,"medio"
"20612",31292,"Paraiso","25/02/2011 13:08","Alto (> 8 mts)",190,"Grande",-68.8484586176,-32.8647263483,6,"Residencial Norte",2694682.37982,0,"alto"
"20635",31327,"Acer","25/02/2011 12:13","Medio (4 - 8 mts)",110,"Grande",-68.8484688017,-32.8656600309,6,"Residencial Norte",2694682.37982,0,"medio"
"20651",31350,"Morera","01/03/2011 12:53","Alto (> 8 mts)",170,"Grande",-68.8494556796,-32.8659499189,6,"Residencial Norte",2694682.37982,0,"medio"
"20655",31358,"Acer","28/02/2011 13:03","Alto (> 8 mts)",170,"Grande",-68.8489547139,-32.8657589041,6,"Residencial Norte",2694682.37982,0,"medio"
"20662",31368,"Fresno europeo","23/05/2011 13:28","Bajo (2 - 4 mts)",60,"Mediano",-68.8503657422,-32.8841956675,1,"Parque Central",1655357.93265,1,"bajo"
"20666",31377,"Fresno europeo","23/05/2011 13:13","Medio (4 - 8 mts)",130,"Grande",-68.8511473774,-32.8840512195,1,"Parque Central",1655357.93265,0,"medio"
"20668",31379,"Paraiso","23/05/2011 13:10","Medio (4 - 8 mts)",120,"Grande",-68.8512581304,-32.8840329423,1,"Parque Central",1655357.93265,0,"medio"
"20669",31380,"Fresno europeo","23/05/2011 13:08","Medio (4 - 8 mts)",120,"Grande",-68.8513040992,-32.8840230305,1,"Parque Central",1655357.93265,0,"medio"
"20679",31396,"Fresno europeo","23/05/2011 10:52","Alto (> 8 mts)",100,"Grande",-68.8512769402,-32.8849508398,5,"Residencial Sur",2423808.92355,1,"medio"
"20681",31400,"Fresno europeo","23/05/2011 10:43","Medio (4 - 8 mts)",110,"Grande",-68.8509786879,-32.8850478675,5,"Residencial Sur",2423808.92355,0,"medio"
"20684",31407,"Fresno europeo","23/05/2011 10:27","Medio (4 - 8 mts)",50,"Mediano",-68.8504853614,-32.8850662972,1,"Parque Central",1655357.93265,0,"bajo"
"20685",31408,"Fresno europeo","23/05/2011 10:23","Alto (> 8 mts)",150,"Grande",-68.8504664276,-32.8850136158,1,"Parque Central",1655357.93265,0,"medio"
"20686",31411,"Fresno europeo","23/05/2011 10:12","Muy bajo (1 - 2 mts)",4,"Chico",-68.8504179894,-32.8848391705,1,"Parque Central",1655357.93265,0,"bajo"
"20687",31412,"Fresno europeo","23/05/2011 10:05","Muy bajo (1 - 2 mts)",4,"Chico",-68.8504017474,-32.8847744998,1,"Parque Central",1655357.93265,0,"bajo"
"20689",31415,"Fresno europeo","23/05/2011 10:00","Bajo (2 - 4 mts)",20,"Chico",-68.85033365,-32.8845169653,1,"Parque Central",1655357.93265,0,"bajo"
"20694",31422,"Morera","14/07/2011 10:13","Alto (> 8 mts)",230,"Grande",-68.8501386041,-32.8852223899,1,"Parque Central",1655357.93265,1,"alto"
"20698",31427,"Pltano","14/07/2011 10:01","Alto (> 8 mts)",275,"Grande",-68.8496602295,-32.8853135287,1,"Parque Central",1655357.93265,0,"muy alto"
"20706",31441,"Fresno europeo","14/07/2011 09:04","Alto (> 8 mts)",150,"Grande",-68.8488415079,-32.884759689,1,"Parque Central",1655357.93265,1,"medio"
"20709",31448,"Fresno europeo","13/07/2011 12:23","Alto (> 8 mts)",180,"Grande",-68.849132646,-32.8844307903,1,"Parque Central",1655357.93265,1,"alto"
"20715",31458,"Fresno americano","13/07/2011 11:43","Medio (4 - 8 mts)",90,"Grande",-68.8501656427,-32.8844329626,1,"Parque Central",1655357.93265,0,"medio"
"20719",31466,"Morera","19/05/2011 13:10","Medio (4 - 8 mts)",74,"Grande",-68.858488871,-32.8914323649,5,"Residencial Sur",2423808.92355,0,"bajo"
"20722",31471,"Pltano","19/05/2011 11:46","Alto (> 8 mts)",200,"Grande",-68.8584196032,-32.8915749341,5,"Residencial Sur",2423808.92355,0,"alto"
"20729",31483,"Morera","19/05/2011 11:10","Bajo (2 - 4 mts)",18,"Chico",-68.8588809779,-32.8912752238,5,"Residencial Sur",2423808.92355,0,"bajo"
"20732",31486,"Ailanthus","19/05/2011 11:02","Alto (> 8 mts)",78,"Grande",-68.8588825745,-32.8911094388,5,"Residencial Sur",2423808.92355,0,"bajo"
"20733",31490,"Fresno europeo","19/05/2011 10:58","Medio (4 - 8 mts)",65,"Grande",-68.8588850692,-32.8909683548,5,"Residencial Sur",2423808.92355,0,"bajo"
"20734",31491,"Morera","19/05/2011 10:56","Alto (> 8 mts)",140,"Grande",-68.8588858314,-32.8909426539,5,"Residencial Sur",2423808.92355,0,"medio"
"20739",31499,"Olmo comun","19/05/2011 10:39","Alto (> 8 mts)",190,"Grande",-68.8586705246,-32.8905108611,5,"Residencial Sur",2423808.92355,0,"alto"
"20746",31508,"Fresno europeo","19/05/2011 10:07","Medio (4 - 8 mts)",120,"Grande",-68.8579962722,-32.890781795,5,"Residencial Sur",2423808.92355,0,"medio"
"20748",31514,"Fresno europeo","19/05/2011 09:46","Alto (> 8 mts)",120,"Grande",-68.8581103891,-32.8911886596,5,"Residencial Sur",2423808.92355,0,"medio"
"20750",31516,"Olmo comun","18/05/2011 12:27","Alto (> 8 mts)",99,"Grande",-68.8592318381,-32.8914400607,5,"Residencial Sur",2423808.92355,0,"medio"
"20752",31518,"Fresno europeo","18/05/2011 12:22","Alto (> 8 mts)",95,"Grande",-68.8594500522,-32.8913955778,5,"Residencial Sur",2423808.92355,0,"medio"
"20762",31534,"Morera","18/05/2011 10:42","Alto (> 8 mts)",125,"Grande",-68.8602059568,-32.8907203267,5,"Residencial Sur",2423808.92355,0,"medio"
"20764",31538,"Morera","18/05/2011 10:30","Alto (> 8 mts)",107,"Grande",-68.8601752862,-32.890453582,5,"Residencial Sur",2423808.92355,0,"medio"
"20767",31541,"Morera","18/05/2011 10:23","Alto (> 8 mts)",81,"Grande",-68.8601643226,-32.8902892815,5,"Residencial Sur",2423808.92355,0,"bajo"
"20768",31542,"Pltano","18/05/2011 10:21","Alto (> 8 mts)",190,"Grande",-68.8600668545,-32.8902632659,5,"Residencial Sur",2423808.92355,0,"alto"
"20769",31543,"Morera","18/05/2011 10:19","Medio (4 - 8 mts)",35,"Mediano",-68.8600171012,-32.8902738791,5,"Residencial Sur",2423808.92355,0,"bajo"
"20777",31560,"Morera","18/05/2011 09:28","Alto (> 8 mts)",131,"Grande",-68.8590124156,-32.8909139425,5,"Residencial Sur",2423808.92355,1,"medio"
"20780",31564,"Morera","18/05/2011 09:06","Alto (> 8 mts)",82,"Grande",-68.8590155089,-32.8913226828,5,"Residencial Sur",2423808.92355,0,"bajo"
"20786",31579,"Morera","13/06/2011 11:16","Alto (> 8 mts)",115,"Grande",-68.8592523202,-32.8891738574,5,"Residencial Sur",2423808.92355,1,"medio"
"20793",31590,"Pltano","10/06/2011 11:55","Alto (> 8 mts)",92,"Grande",-68.860473907,-32.8889483516,5,"Residencial Sur",2423808.92355,0,"medio"
"20795",31594,"Perenne","10/06/2011 11:49","Medio (4 - 8 mts)",150,"Grande",-68.8610290328,-32.8888522272,5,"Residencial Sur",2423808.92355,0,"medio"
"20799",31598,"Morera","10/06/2011 10:08","Alto (> 8 mts)",148,"Grande",-68.8613971059,-32.8887786067,5,"Residencial Sur",2423808.92355,1,"medio"
"20801",31602,"Morera","10/06/2011 10:03","Medio (4 - 8 mts)",35,"Mediano",-68.8615155915,-32.8885261741,5,"Residencial Sur",2423808.92355,0,"bajo"
"20807",31611,"Morera","10/06/2011 09:39","Alto (> 8 mts)",145,"Grande",-68.8609309614,-32.887870987,5,"Residencial Sur",2423808.92355,0,"medio"
"20808",31612,"Morera","10/06/2011 09:37","Alto (> 8 mts)",135,"Grande",-68.8608253499,-32.8878861081,5,"Residencial Sur",2423808.92355,0,"medio"
"20809",31613,"Pltano","10/06/2011 09:36","Alto (> 8 mts)",198,"Grande",-68.8607590715,-32.887898117,5,"Residencial Sur",2423808.92355,0,"alto"
"20810",31614,"Fresno americano","10/06/2011 09:35","Medio (4 - 8 mts)",55,"Mediano",-68.8606584767,-32.8879171209,5,"Residencial Sur",2423808.92355,0,"bajo"
"20813",31620,"Pltano","10/06/2011 09:19","Alto (> 8 mts)",172,"Grande",-68.8601730301,-32.8880115272,5,"Residencial Sur",2423808.92355,0,"medio"
"20821",31629,"Morera","15/06/2011 09:28","Alto (> 8 mts)",7,"Chico",-68.8586538421,-32.8882960472,5,"Residencial Sur",2423808.92355,0,"bajo"
"20829",31642,"Fresno europeo","14/06/2011 14:32","Alto (> 8 mts)",120,"Grande",-68.8574985294,-32.8887879309,5,"Residencial Sur",2423808.92355,0,"medio"
"20831",31645,"Fresno europeo","14/06/2011 14:25","Alto (> 8 mts)",108,"Grande",-68.8575556119,-32.8890375103,5,"Residencial Sur",2423808.92355,0,"medio"
"20835",31650,"Morera","14/06/2011 14:13","Medio (4 - 8 mts)",80,"Grande",-68.8576375215,-32.8893509704,5,"Residencial Sur",2423808.92355,0,"bajo"
"20836",31651,"Morera","14/06/2011 14:12","Medio (4 - 8 mts)",95,"Grande",-68.8576471805,-32.8893744028,5,"Residencial Sur",2423808.92355,0,"medio"
"20837",31657,"Pltano","14/06/2011 13:53","Medio (4 - 8 mts)",42,"Mediano",-68.8582486425,-32.8893578592,5,"Residencial Sur",2423808.92355,0,"bajo"
"20843",31665,"Pltano","14/06/2011 13:20","Alto (> 8 mts)",170,"Grande",-68.8587993482,-32.8892519094,5,"Residencial Sur",2423808.92355,0,"medio"
"20844",31667,"Fresno europeo","14/06/2011 10:38","Alto (> 8 mts)",74,"Grande",-68.8589119902,-32.8892053938,5,"Residencial Sur",2423808.92355,0,"bajo"
"20846",31669,"Morera","14/06/2011 10:34","Medio (4 - 8 mts)",42,"Mediano",-68.8589094599,-32.8890715682,5,"Residencial Sur",2423808.92355,0,"bajo"
"20862",31691,"Pltano","18/05/2011 12:36","Alto (> 8 mts)",240,"Grande",-68.8613696766,-32.891023927,5,"Residencial Sur",2423808.92355,0,"alto"
"20864",31694,"Pltano","18/05/2011 12:33","Alto (> 8 mts)",240,"Grande",-68.8616434263,-32.8909797398,5,"Residencial Sur",2423808.92355,0,"alto"
"20865",31696,"lamo criollo","18/05/2011 12:23","Alto (> 8 mts)",140,"Grande",-68.861805055,-32.8909447245,5,"Residencial Sur",2423808.92355,0,"medio"
"20866",31697,"lamo criollo","18/05/2011 10:43","Alto (> 8 mts)",220,"Grande",-68.8619292715,-32.8908606311,5,"Residencial Sur",2423808.92355,0,"alto"
"20869",31701,"lamo criollo","18/05/2011 10:33","Alto (> 8 mts)",145,"Grande",-68.8618569057,-32.8904731619,5,"Residencial Sur",2423808.92355,0,"medio"
"20871",31704,"lamo criollo","18/05/2011 10:28","Medio (4 - 8 mts)",100,"Grande",-68.8617781634,-32.8901256287,5,"Residencial Sur",2423808.92355,0,"medio"
"20872",31705,"lamo criollo","18/05/2011 10:24","Alto (> 8 mts)",180,"Grande",-68.8617452164,-32.8900135823,5,"Residencial Sur",2423808.92355,0,"alto"
"20874",31707,"Pltano","18/05/2011 10:21","Alto (> 8 mts)",230,"Grande",-68.8616077111,-32.8899719587,5,"Residencial Sur",2423808.92355,0,"alto"
"20875",31708,"Pltano","18/05/2011 10:19","Alto (> 8 mts)",210,"Grande",-68.8615313751,-32.8899904491,5,"Residencial Sur",2423808.92355,0,"alto"
"20895",31731,"Morera","18/05/2011 09:35","Alto (> 8 mts)",135,"Grande",-68.8603494234,-32.8907002991,5,"Residencial Sur",2423808.92355,0,"medio"
"20906",31749,"Pltano","28/06/2011 12:04","Alto (> 8 mts)",150,"Grande",-68.8580993657,-32.8895013718,5,"Residencial Sur",2423808.92355,0,"medio"
"20908",31755,"Fresno europeo","28/06/2011 11:47","Medio (4 - 8 mts)",105,"Grande",-68.8577165242,-32.8896714765,5,"Residencial Sur",2423808.92355,0,"medio"
"20925",31775,"Olmo comun","27/06/2011 11:21","Medio (4 - 8 mts)",115,"Grande",-68.8588910177,-32.8902503823,5,"Residencial Sur",2423808.92355,0,"medio"
"20935",31786,"Ailanthus","03/01/2012 11:27","Medio (4 - 8 mts)",35,"Mediano",-68.8590762981,-32.8903241278,5,"Residencial Sur",2423808.92355,0,"bajo"
"20936",31787,"Morera","03/01/2012 11:23","Medio (4 - 8 mts)",90,"Grande",-68.8591883396,-32.8902999083,5,"Residencial Sur",2423808.92355,0,"medio"
"20937",31789,"Fresno europeo","03/01/2012 11:19","Medio (4 - 8 mts)",90,"Grande",-68.8593423804,-32.8902768307,5,"Residencial Sur",2423808.92355,0,"medio"
"20948",31813,"Morera","03/01/2012 09:52","Alto (> 8 mts)",110,"Grande",-68.8595175796,-32.8892394382,5,"Residencial Sur",2423808.92355,1,"medio"
"20950",31816,"Morera","03/01/2012 09:42","Medio (4 - 8 mts)",90,"Grande",-68.8592619728,-32.8892874815,5,"Residencial Sur",2423808.92355,0,"medio"
"20956",31822,"Fresno europeo","03/01/2012 09:25","Medio (4 - 8 mts)",60,"Mediano",-68.8590276124,-32.8895511427,5,"Residencial Sur",2423808.92355,0,"bajo"
"20957",31824,"Fresno europeo","03/01/2012 09:21","Medio (4 - 8 mts)",48,"Mediano",-68.8590291494,-32.8897278761,5,"Residencial Sur",2423808.92355,0,"bajo"
"20970",31844,"Pltano","30/06/2011 13:17","Alto (> 8 mts)",180,"Grande",-68.8613823136,-32.889905074,5,"Residencial Sur",2423808.92355,0,"alto"
"20972",31847,"Pltano","30/06/2011 10:01","Alto (> 8 mts)",170,"Grande",-68.8616701126,-32.8898422743,5,"Residencial Sur",2423808.92355,0,"medio"
"20974",31851,"Ailanthus","30/06/2011 09:25","Alto (> 8 mts)",160,"Grande",-68.8616646797,-32.8892807847,5,"Residencial Sur",2423808.92355,0,"medio"
"20977",31854,"Morera","30/06/2011 09:18","Alto (> 8 mts)",153,"Grande",-68.8614348735,-32.8888889255,5,"Residencial Sur",2423808.92355,1,"medio"
"20982",31862,"Morera","29/06/2011 10:52","Alto (> 8 mts)",155,"Grande",-68.8605634058,-32.8890491794,5,"Residencial Sur",2423808.92355,1,"medio"
"20986",31867,"Morera","29/06/2011 10:41","Alto (> 8 mts)",57,"Mediano",-68.8602034828,-32.8891719487,5,"Residencial Sur",2423808.92355,0,"bajo"
"20989",31870,"Fresno europeo","29/06/2011 10:36","Medio (4 - 8 mts)",56,"Mediano",-68.8602296486,-32.8894555601,5,"Residencial Sur",2423808.92355,0,"bajo"
